100 2500
27 80 8
61 33 46
8 59 4
79 96 31
34 60 86
9 4 48
36 82 60
60 91 95
69 72 67
12 6 11
7 82 48
47 0 92
25 63 100
65 41 47
89 95 2
82 20 72
69 5 40
19 75 18
72 5 86
4 6 14
68 85 34
87 79 50
26 51 83
28 68 7
21 48 38
50 13 98
19 2 10
58 22 48
83 95 52
6 78 57
31 0 64
99 49 97
16 7 68
0 93 78
84 92 52
39 68 21
72 12 2
9 16 7
17 90 59
32 57 98
26 60 42
22 27 81
31 39 35
34 62 56
17 70 60
29 42 78
6 0 94
39 27 86
33 73 9
57 0 67
12 34 75
5 99 62
23 44 79
62 48 15
82 71 4
58 80 11
68 1 4
11 64 89
64 27 79
28 36 13
78 53 61
48 1 70
43 0 52
58 38 60
99 80 26
73 49 3
95 43 48
27 70 73
86 92 98
85 97 39
67 29 99
90 89 30
41 62 61
72 75 83
60 23 92
35 62 29
21 49 66
80 0 88
53 67 71
90 45 37
95 42 51
98 38 50
69 59 73
70 2 81
7 34 89
18 20 100
5 44 51
65 54 86
42 58 4
81 84 13
65 28 61
66 90 16
18 2 40
24 15 76
81 48 69
28 73 97
50 16 43
2 1 73
53 50 84
42 92 2
76 91 30
9 51 87
1 11 9
88 89 51
54 12 2
25 17 86
60 41 65
34 76 6
13 78 8
11 21 46
32 20 60
27 60 28
38 4 33
86 18 81
19 22 46
2 74 92
75 28 65
29 55 87
45 77 51
48 83 96
93 90 24
97 44 8
58 49 8
73 92 18
76 78 87
8 27 32
8 0 41
38 70 88
47 46 33
67 8 87
14 32 20
93 66 1
87 20 1
85 2 31
59 23 89
17 6 25
49 57 48
30 54 96
89 29 69
0 17 4
0 12 16
80 58 27
47 22 78
74 42 38
1 62 20
8 36 51
22 74 12
42 28 90
88 38 39
53 34 84
68 55 90
57 63 41
96 77 56
98 85 93
71 27 76
97 22 18
99 32 67
90 9 89
17 88 96
96 4 94
84 71 70
53 43 59
89 69 52
50 46 2
11 15 16
17 11 96
82 98 26
56 87 69
54 42 56
51 78 10
56 47 12
48 37 6
58 10 47
69 20 31
48 14 100
10 91 69
50 68 35
94 35 11
17 91 49
76 58 48
17 53 79
56 43 87
34 70 96
22 41 58
79 24 34
9 74 51
47 21 16
37 25 2
84 46 8
77 73 36
14 75 81
99 96 9
0 46 62
32 49 31
83 89 24
60 94 88
71 43 67
10 16 65
5 83 61
35 14 53
42 69 9
48 28 8
1 95 70
71 94 45
40 14 49
65 85 23
13 75 35
89 17 89
39 3 90
61 59 23
89 25 19
4 86 38
48 19 84
97 99 73
61 49 78
25 63 45
13 6 92
38 52 88
87 98 6
93 64 16
94 58 78
77 87 48
93 30 1
53 78 63
10 23 7
84 75 13
8 40 36
80 49 48
0 58 90
2 90 59
12 59 97
96 13 39
51 62 11
88 80 54
83 10 83
95 94 13
30 10 41
28 99 90
41 58 91
73 42 48
82 14 61
72 89 65
26 53 76
49 95 47
1 73 19
52 47 2
51 81 79
28 15 76
32 12 54
60 82 70
75 96 25
70 12 60
70 85 8
22 19 45
98 0 83
30 62 75
64 55 55
68 60 3
8 91 80
45 63 70
77 30 53
7 74 37
99 58 87
0 13 21
90 56 66
31 3 40
40 18 55
43 92 41
75 83 69
90 68 77
77 39 27
80 75 7
66 38 20
97 45 22
52 65 15
87 62 68
1 10 88
98 17 25
87 66 92
16 70 42
95 89 22
44 97 3
63 19 37
23 35 75
63 79 88
92 9 92
55 51 88
84 96 65
93 65 90
25 45 86
11 68 36
80 77 45
94 36 83
4 90 80
75 48 90
79 38 41
76 55 95
67 17 30
62 45 70
41 16 34
88 41 87
79 42 79
19 94 15
36 40 71
98 2 28
8 22 78
54 47 67
31 13 40
11 72 3
29 42 26
37 15 45
77 76 67
94 25 34
34 76 93
70 29 75
68 43 93
2 17 52
83 25 32
74 52 99
2 63 45
96 38 86
70 37 10
64 21 1
55 46 62
41 45 1
57 23 51
99 96 59
6 64 79
43 79 41
62 61 92
78 14 12
21 67 24
0 8 48
76 51 68
33 46 100
46 45 95
96 2 36
59 57 25
41 14 82
20 78 93
16 2 39
7 83 1
6 89 45
47 88 59
17 89 1
73 40 49
26 20 57
78 79 78
71 49 52
8 47 50
54 98 93
8 64 79
7 49 89
33 9 95
20 13 9
97 22 84
47 79 7
42 70 22
92 63 53
91 90 37
32 74 56
17 36 97
67 97 53
27 23 90
84 20 35
59 13 29
58 76 30
14 62 35
15 39 37
84 65 55
41 18 75
67 33 17
32 83 85
7 18 27
21 84 45
6 3 99
68 84 55
23 21 67
57 22 72
44 84 73
29 71 58
54 75 9
60 47 37
29 51 32
1 47 42
19 73 61
67 52 45
31 33 5
11 87 72
72 81 42
84 28 25
90 65 84
24 37 92
31 21 47
75 70 1
8 31 42
39 77 46
18 10 65
31 23 12
32 66 31
79 64 25
75 51 44
66 79 6
62 16 20
46 49 29
25 53 68
14 83 60
34 93 1
27 39 49
81 94 39
4 13 48
27 53 51
0 69 96
72 81 1
50 64 88
31 40 71
90 55 61
99 20 52
9 42 13
24 16 7
99 1 30
53 50 62
93 76 42
85 85 17
89 38 10
29 33 60
0 10 61
72 96 21
98 43 19
56 80 33
87 36 95
84 18 35
28 66 66
46 6 76
36 69 50
88 5 63
46 90 95
77 66 63
2 79 10
7 78 51
6 61 46
42 91 25
14 40 29
66 66 80
41 6 80
68 73 27
82 40 1
72 74 64
38 29 7
35 78 23
85 76 74
25 38 62
99 53 27
95 3 6
82 83 77
7 74 91
13 8 97
43 67 5
99 95 43
1 60 62
36 6 59
21 78 32
30 55 2
38 6 15
25 8 72
3 27 66
18 81 37
83 55 46
25 91 99
95 51 72
56 15 29
65 2 84
89 99 18
8 25 73
49 47 91
85 99 55
40 46 8
30 55 66
63 84 45
53 78 34
45 90 87
48 64 72
56 48 42
45 83 43
16 38 16
73 34 99
48 60 30
15 56 69
70 76 38
48 68 27
4 59 8
34 86 75
6 33 6
13 51 30
44 68 66
73 81 56
60 22 25
22 61 64
65 57 82
27 3 93
79 69 28
87 78 92
24 85 78
15 52 48
68 39 1
43 40 10
3 82 71
53 69 85
80 48 12
0 56 83
34 64 76
14 96 56
26 1 21
41 38 78
66 4 22
80 28 98
21 54 73
75 98 93
53 88 20
59 10 38
62 61 75
73 91 28
7 37 96
12 18 36
32 2 8
33 85 100
10 78 94
63 17 89
4 5 71
29 25 8
21 87 69
64 75 15
79 50 28
70 61 70
78 39 24
11 30 19
83 68 28
29 75 46
65 50 27
94 63 29
42 10 34
47 42 93
94 24 13
63 72 7
19 86 33
79 71 88
59 75 35
99 79 63
79 99 86
89 38 38
67 79 71
73 5 99
35 43 50
2 77 85
11 9 36
73 52 47
13 51 88
99 19 25
11 57 99
3 48 14
5 56 61
69 58 16
82 22 6
51 25 21
74 63 4
35 99 38
35 73 92
63 14 37
82 51 86
7 62 19
75 33 60
94 45 28
29 38 36
24 66 96
55 87 44
88 26 56
39 30 100
98 80 39
43 25 83
33 91 37
42 55 82
7 76 16
6 4 44
79 85 9
99 59 82
94 41 86
93 63 54
44 41 14
97 21 55
5 65 26
7 59 56
56 27 59
47 76 95
49 1 74
67 14 25
56 65 34
91 12 3
78 3 81
82 28 77
68 76 46
41 31 60
80 31 75
12 69 83
19 43 62
14 37 99
18 80 9
1 93 6
69 17 76
94 25 77
74 32 76
9 58 76
67 13 77
73 80 78
6 39 67
48 8 83
75 5 21
85 85 100
14 12 82
93 19 59
50 48 33
73 17 17
98 67 54
87 50 22
31 29 68
42 12 38
67 37 47
57 15 74
57 69 28
55 60 88
67 63 26
39 92 9
94 38 71
24 49 76
42 39 40
9 1 74
69 70 19
80 55 3
49 45 99
61 20 55
90 98 30
85 37 52
46 47 37
78 26 60
64 3 18
72 7 58
16 46 66
87 7 3
54 99 49
80 51 22
61 38 79
99 54 16
34 90 89
69 53 34
2 8 17
93 27 32
33 68 89
78 52 77
0 87 23
80 94 97
61 43 8
41 1 2
66 54 38
82 85 52
49 26 19
23 39 12
26 76 19
75 85 6
99 29 66
56 56 40
9 11 43
46 82 62
51 13 70
26 48 42
74 35 43
18 86 45
96 24 61
0 45 82
23 35 61
2 92 33
84 85 7
58 39 86
73 82 80
22 18 47
1 77 42
60 34 77
5 46 60
83 45 11
48 98 39
16 25 32
92 55 42
12 85 82
17 2 65
26 86 26
51 20 52
24 86 7
89 77 82
58 32 31
28 82 32
35 97 100
33 92 27
21 64 65
46 76 24
48 72 8
67 82 84
18 46 38
0 81 26
89 28 65
16 12 90
41 60 73
70 85 45
77 92 16
69 40 50
58 9 52
20 4 64
23 9 94
6 99 40
62 96 32
92 8 22
89 21 66
37 92 52
34 94 100
98 64 20
93 90 85
3 6 77
49 90 24
43 48 76
44 12 21
90 39 48
62 33 34
99 92 87
16 22 30
24 24 12
40 43 35
85 86 2
51 81 96
36 28 88
53 22 44
18 56 86
94 50 82
63 19 45
62 49 80
25 56 97
37 83 45
89 92 50
28 8 90
14 69 53
55 42 35
26 55 34
16 99 37
37 10 4
89 47 34
32 50 90
21 68 19
79 62 25
34 0 10
51 16 29
75 47 36
8 36 63
46 62 83
8 72 53
45 77 11
4 47 88
72 94 46
75 16 79
20 37 22
52 50 74
8 58 95
68 44 78
51 12 8
29 29 70
78 39 47
34 38 81
75 84 71
56 3 58
25 92 27
12 0 36
67 28 26
0 97 1
19 61 16
31 14 37
46 30 41
66 36 33
69 46 15
1 84 44
17 86 67
98 22 25
68 95 85
91 63 28
84 95 97
48 27 41
23 77 5
23 35 57
28 45 92
11 27 83
85 99 70
6 20 37
58 94 70
37 93 64
66 43 36
16 10 19
84 17 51
84 63 96
22 95 19
28 32 99
38 56 54
80 56 23
1 80 15
73 70 90
25 6 99
58 83 26
58 27 35
80 47 57
35 51 39
50 2 58
88 83 8
11 29 26
6 81 100
69 36 43
19 3 42
58 23 47
83 63 68
98 5 48
70 73 42
94 38 21
96 52 85
95 54 32
57 36 12
22 12 13
34 69 82
39 89 94
89 43 20
97 26 30
88 8 28
24 4 91
27 50 24
5 74 26
48 99 25
55 42 72
38 43 28
50 4 82
9 5 82
64 67 46
30 58 10
62 18 81
12 60 69
17 56 45
99 50 45
20 42 5
52 79 8
65 23 53
63 76 14
77 61 6
76 67 37
14 2 10
19 26 62
15 19 76
47 2 84
61 23 30
53 1 62
83 29 100
27 96 44
30 76 86
46 39 14
53 24 42
16 38 55
5 44 2
16 41 13
22 26 51
40 48 47
7 5 54
83 44 39
81 83 50
39 90 13
21 19 98
29 80 75
31 3 98
48 99 89
27 78 81
97 74 64
63 11 3
40 99 17
65 80 5
28 99 19
54 32 33
96 87 76
77 70 91
94 79 42
80 42 66
55 20 63
52 84 59
8 22 14
71 86 42
13 69 30
30 37 4
52 27 95
89 27 85
14 18 57
2 56 70
51 74 38
74 66 2
71 74 9
91 25 32
60 32 43
92 95 72
15 60 46
26 20 26
1 7 72
23 27 67
28 66 72
36 76 43
14 52 70
99 68 18
56 10 14
63 38 57
73 90 22
21 52 7
71 55 29
17 97 38
40 60 14
3 73 39
86 1 29
14 17 9
75 11 47
17 91 18
21 94 49
4 35 15
47 38 6
69 96 79
47 0 16
36 79 92
86 91 6
78 33 58
12 87 51
99 42 15
45 15 53
25 23 87
85 87 5
26 76 42
90 45 76
97 13 58
71 95 26
28 67 2
54 92 73
85 5 40
77 39 4
80 78 39
3 51 76
81 21 92
80 43 47
20 11 31
60 87 33
78 10 91
97 22 74
80 15 62
39 81 92
66 69 53
95 57 64
38 4 47
4 53 60
97 67 14
52 41 82
46 23 86
74 19 99
1 44 84
72 25 89
39 16 98
87 44 72
53 0 92
65 76 56
55 99 65
46 77 90
5 57 53
38 68 82
48 93 75
82 41 29
38 29 3
12 23 94
83 75 60
14 57 91
34 28 6
99 31 63
60 24 39
82 86 64
62 62 70
49 82 59
93 38 40
17 62 71
64 87 47
2 11 65
2 83 21
81 87 65
68 76 11
79 12 47
46 41 29
62 6 40
31 42 32
74 73 43
19 51 6
93 92 93
52 14 5
23 6 93
46 44 73
35 47 20
56 75 72
72 94 66
95 55 16
80 32 57
28 57 66
63 16 24
81 74 60
89 84 88
72 88 55
61 39 53
47 92 97
91 94 74
55 29 32
25 61 39
87 93 48
40 48 55
63 45 83
39 76 98
75 79 8
12 26 44
36 38 51
26 78 86
34 15 25
1 88 17
53 63 14
28 39 68
48 3 77
11 31 64
42 81 60
11 62 35
94 60 33
86 64 77
97 48 4
90 49 16
9 65 20
67 36 86
60 65 42
80 5 10
66 46 99
54 97 80
76 77 76
10 62 41
52 99 50
26 58 40
73 63 62
84 92 86
35 24 98
95 38 52
13 63 30
9 4 64
93 58 88
85 20 29
20 99 9
43 90 82
66 1 6
74 25 78
94 91 97
90 31 41
45 45 22
77 28 52
91 81 83
53 35 34
37 43 8
47 78 61
64 23 9
0 1 61
30 95 40
60 63 67
38 37 5
21 59 41
66 4 97
87 54 77
78 99 48
93 78 50
12 25 97
47 11 81
48 40 31
76 10 61
84 97 26
21 52 10
29 30 44
25 19 63
8 11 74
42 41 45
51 93 5
44 48 50
60 90 96
14 90 83
99 19 21
41 9 46
69 79 42
16 76 65
39 29 92
33 65 43
28 44 32
94 79 64
94 40 78
13 57 80
46 82 87
49 7 97
26 76 40
96 45 71
20 19 98
57 33 33
65 91 96
23 29 85
61 6 10
82 5 90
56 79 79
63 16 3
47 13 32
63 98 56
20 65 24
34 60 18
20 14 74
1 54 24
42 76 83
83 13 99
42 42 31
13 58 48
19 98 88
77 33 22
90 50 51
47 90 64
42 42 10
3 73 61
94 91 59
22 74 57
2 68 21
57 99 19
69 52 86
9 28 75
20 11 84
75 88 43
12 92 94
44 76 18
13 64 64
83 37 58
17 35 66
76 15 38
72 5 94
71 69 32
24 38 16
13 13 40
72 68 23
29 9 83
29 42 35
25 31 41
78 74 99
38 0 91
80 23 30
39 60 69
67 64 68
69 79 51
55 50 45
98 95 81
71 88 77
80 50 72
68 73 82
44 35 70
57 78 3
57 94 52
36 66 60
20 3 26
83 62 32
36 83 46
44 19 28
47 1 62
3 38 91
18 20 13
18 78 88
68 54 46
66 2 52
55 77 48
91 72 46
34 7 81
69 47 61
29 17 84
4 1 69
67 88 61
13 37 66
59 62 1
63 54 67
39 86 54
45 25 81
61 15 7
77 27 19
26 27 95
48 51 30
54 9 61
74 65 29
64 74 6
54 54 11
73 29 84
94 81 85
35 0 42
97 1 60
17 10 34
58 63 54
76 79 39
14 62 58
87 59 34
18 4 93
90 58 62
52 25 54
30 45 40
11 98 53
92 18 51
29 87 37
43 7 58
8 2 16
69 72 83
84 27 78
20 14 1
15 94 4
98 0 31
56 46 1
18 40 63
70 46 45
38 82 55
63 18 39
2 93 27
16 88 85
46 47 77
54 21 75
12 86 63
22 63 62
40 63 90
57 28 16
60 94 66
83 32 62
77 83 27
58 59 69
35 58 88
60 81 28
27 74 57
52 52 70
78 92 71
21 9 87
49 85 66
39 31 48
2 45 96
17 89 29
77 16 99
31 42 13
99 97 16
52 12 75
0 40 76
53 78 74
8 24 43
24 33 92
34 7 48
10 59 18
56 82 34
81 42 24
26 19 59
88 25 64
47 35 28
78 54 98
33 75 58
98 38 100
60 26 30
58 7 21
94 3 48
92 85 27
6 5 28
68 66 85
2 87 87
52 89 58
98 91 1
76 92 18
50 32 78
20 20 6
23 17 12
79 82 4
71 44 71
18 98 94
46 73 49
21 95 74
9 15 89
87 1 12
42 65 74
53 93 7
87 19 87
83 16 2
25 81 42
5 86 78
15 64 100
76 12 77
61 13 57
70 16 34
42 5 47
65 0 37
52 74 38
28 8 52
65 80 40
64 1 29
27 36 10
83 29 13
75 81 65
25 9 53
10 37 66
37 44 16
15 11 51
34 32 10
5 36 8
62 69 23
97 91 80
49 89 1
84 21 12
51 97 90
33 10 10
67 52 24
53 60 14
99 3 22
91 49 23
83 78 95
19 77 88
42 41 21
90 40 80
3 98 83
34 80 12
20 19 9
26 48 57
55 86 77
74 51 75
81 82 97
1 67 2
32 45 2
98 78 82
47 16 67
70 39 3
43 60 47
94 10 99
8 49 27
43 7 57
1 37 77
89 10 5
11 50 61
33 22 41
19 29 30
1 54 50
9 30 67
59 84 48
79 62 78
72 77 45
9 13 54
68 10 49
14 28 33
39 43 87
90 26 28
27 34 51
20 21 90
76 48 38
5 85 75
17 66 71
54 56 98
29 89 52
92 78 13
93 83 77
86 91 28
32 17 31
30 93 88
56 2 64
2 89 100
10 39 71
4 82 64
3 50 48
36 99 10
55 67 75
68 93 31
42 80 8
6 63 45
24 42 9
40 51 89
0 1 57
42 95 78
52 97 60
44 53 15
22 98 4
64 80 16
10 14 39
34 81 6
74 30 29
91 63 53
32 5 46
22 52 53
23 24 29
55 37 79
9 95 18
14 39 40
30 12 15
22 43 89
17 40 55
75 37 83
64 30 72
6 1 72
41 11 43
46 87 71
47 14 4
43 40 35
94 67 50
27 38 11
60 14 5
40 35 3
83 65 95
0 59 48
28 77 62
17 31 83
80 6 22
98 65 95
99 16 29
37 56 16
70 58 12
33 80 53
18 4 95
29 83 89
53 51 10
90 54 86
4 73 64
70 70 12
53 85 23
35 22 78
60 10 3
35 11 13
64 42 40
18 89 84
6 54 8
39 84 52
45 15 25
18 61 20
7 29 94
95 62 73
46 58 69
91 65 9
28 44 5
95 77 87
9 2 28
17 75 88
62 80 19
51 99 18
45 57 53
33 75 40
21 82 91
65 85 30
21 64 19
36 4 75
92 5 3
10 29 2
28 26 88
85 25 94
85 79 52
11 48 22
67 47 97
70 46 74
78 81 93
9 97 86
89 12 7
79 31 8
78 67 92
61 42 43
69 94 71
99 75 99
19 69 16
75 68 91
44 72 1
0 3 91
53 65 67
73 60 32
66 13 90
18 19 85
0 38 77
25 66 35
42 85 39
51 13 90
51 53 75
71 50 85
77 20 75
43 28 98
64 79 66
93 62 35
76 98 61
47 60 99
37 99 100
74 64 91
78 18 28
68 76 98
61 58 1
13 80 65
89 99 87
38 9 30
29 44 95
44 79 60
49 32 88
62 6 27
22 38 31
63 50 71
40 12 22
90 2 28
67 71 32
71 69 20
74 63 75
64 62 42
48 44 70
34 72 17
28 92 89
74 25 92
42 48 65
73 17 29
32 24 52
21 57 36
86 4 92
10 49 77
15 66 13
24 98 26
29 44 33
42 9 97
98 50 94
17 11 5
22 83 82
18 85 9
24 29 90
19 74 31
30 75 74
63 22 77
53 38 85
55 38 26
86 62 75
76 69 66
53 28 100
97 71 17
15 31 84
66 36 51
61 71 62
10 32 33
95 36 63
34 18 29
22 77 99
33 1 6
56 13 96
30 84 14
4 74 15
99 34 82
58 75 70
61 78 36
29 96 4
53 29 33
15 11 22
97 77 22
35 90 69
52 24 86
18 22 38
5 50 56
9 15 6
19 85 50
98 61 96
52 57 77
22 76 29
93 94 39
77 30 93
13 12 79
12 46 86
6 42 8
92 28 6
80 89 19
63 65 60
13 2 56
93 0 33
58 51 70
93 43 100
12 83 65
35 60 40
9 36 32
67 46 43
93 41 36
59 76 38
87 94 39
19 78 41
92 60 27
93 36 64
77 65 56
93 2 52
18 10 38
16 66 64
85 5 75
25 93 60
37 68 47
47 77 98
49 34 69
86 92 92
25 79 29
79 39 63
43 31 68
40 23 81
91 27 93
42 4 6
14 72 1
44 10 23
29 68 84
18 23 94
97 51 70
9 4 46
28 42 24
91 83 50
87 73 27
59 43 48
18 58 42
54 67 57
80 88 23
37 30 53
87 43 1
30 6 98
72 41 86
88 46 91
74 74 78
79 51 12
38 25 62
15 3 55
1 97 91
47 1 55
55 45 99
2 84 14
71 40 30
78 56 66
45 10 86
10 8 90
54 39 78
85 20 97
99 20 82
24 42 21
97 65 70
93 2 20
7 18 66
17 50 11
87 21 88
66 0 58
0 19 24
22 93 22
91 10 100
35 0 84
90 40 72
30 54 48
5 89 82
31 19 37
0 1 20
96 48 87
26 35 44
42 38 38
93 87 4
68 73 97
51 22 1
77 50 8
50 44 69
54 8 51
34 66 96
40 53 59
60 26 88
85 31 54
46 0 10
90 11 75
89 26 81
59 59 2
71 74 68
51 55 45
33 57 13
77 90 36
39 22 52
54 84 19
13 73 18
75 9 26
48 64 9
78 68 61
72 34 85
98 7 38
54 36 2
55 80 8
66 85 3
13 37 15
76 18 57
22 65 34
17 86 46
75 10 64
63 66 6
50 44 12
98 97 74
58 95 76
75 80 40
86 34 36
30 70 24
78 93 76
39 91 42
72 70 75
47 30 30
1 96 100
