1000 2000
854 763 28
824 882 35
373 210 67
788 14 43
597 754 87
802 51 2
994 788 59
24 300 96
665 78 45
591 46 66
436 101 88
370 952 100
360 33 81
778 645 79
123 377 29
446 772 62
351 924 77
838 872 44
260 261 2
496 652 75
183 490 54
322 274 23
576 814 5
126 977 64
707 114 88
837 941 26
393 86 92
890 478 56
58 99 59
678 170 16
490 488 61
740 963 77
596 224 71
494 896 50
987 677 58
645 836 75
76 171 42
337 976 13
606 543 15
598 596 52
914 55 99
415 386 20
233 858 86
487 268 68
906 758 31
25 535 11
328 154 94
812 810 92
765 786 63
846 474 27
534 567 23
739 504 74
764 103 28
500 476 29
144 764 34
841 51 99
940 254 73
475 20 1
919 583 33
459 988 84
17 261 64
30 801 32
936 794 91
440 582 100
258 234 49
42 637 31
817 600 90
988 725 55
174 520 98
17 639 16
802 11 76
417 663 33
417 793 3
672 92 72
870 458 16
766 442 87
30 193 58
659 857 38
549 927 46
50 778 66
626 92 54
914 97 1
599 782 44
18 957 2
834 950 6
493 630 97
223 609 78
62 813 25
497 96 18
650 623 72
298 624 15
715 610 81
905 20 19
63 446 1
355 502 37
674 130 9
676 143 40
498 164 10
892 774 90
950 749 51
511 267 17
517 363 11
355 156 30
484 929 32
420 639 79
943 935 84
190 888 14
571 230 92
889 255 77
173 368 16
853 165 98
571 632 29
297 733 38
488 759 68
123 430 63
210 495 33
325 794 76
951 484 58
320 626 52
74 173 59
544 54 57
557 217 10
478 446 88
887 11 87
77 123 53
669 535 79
423 616 97
117 848 69
566 809 46
897 122 28
151 644 83
39 184 96
364 378 12
698 506 90
203 423 35
387 925 8
781 30 85
48 919 10
422 656 100
146 421 37
326 650 88
459 689 68
436 926 93
603 767 69
525 138 41
178 314 99
957 244 26
599 283 21
226 63 89
977 594 53
783 281 80
264 853 40
155 898 40
599 671 39
977 76 54
291 462 34
586 518 22
773 470 10
840 196 54
165 383 7
620 828 50
258 905 84
240 509 46
243 179 96
336 257 94
59 902 57
472 534 13
338 720 50
193 450 76
320 185 2
778 223 98
902 977 13
953 368 85
968 862 64
542 144 76
822 228 1
395 328 92
302 806 11
818 556 71
189 547 80
268 489 22
605 484 70
961 387 95
756 513 25
239 329 74
158 28 48
445 663 67
787 860 6
251 258 1
938 8 9
418 534 25
47 489 44
82 974 4
163 168 90
432 414 73
398 768 4
71 154 25
796 932 67
541 382 4
710 85 53
716 863 51
65 32 90
69 185 8
412 800 93
759 125 10
81 668 70
319 77 2
441 226 57
424 400 76
679 678 19
174 49 63
551 477 13
504 61 99
871 46 93
192 981 32
346 231 50
992 343 43
837 508 20
63 122 29
603 698 87
348 730 31
457 881 9
729 610 41
550 355 55
36 561 60
103 272 3
510 538 81
403 365 68
14 923 50
483 40 49
982 84 43
34 833 86
682 793 9
304 313 88
236 977 13
80 317 71
11 283 80
633 287 75
100 771 39
999 638 50
990 449 8
553 190 71
180 160 26
906 732 51
257 534 99
572 836 33
530 33 4
807 457 42
218 279 11
576 316 91
394 506 5
294 365 13
682 170 15
262 269 22
26 212 59
838 424 17
989 514 91
842 864 17
116 510 94
183 429 88
561 823 49
921 463 59
367 714 22
146 128 32
751 763 23
290 551 32
667 516 7
518 396 40
338 88 94
173 123 87
263 388 84
444 684 12
394 550 20
535 979 19
65 668 96
554 228 88
204 312 7
840 721 48
122 653 26
366 523 70
353 951 3
539 544 81
179 507 87
721 967 84
864 503 55
556 944 55
832 320 62
867 942 93
539 413 67
623 257 42
951 574 48
734 964 41
554 971 9
925 523 97
69 454 78
907 246 40
503 610 86
353 598 52
597 469 36
137 793 96
918 127 29
320 276 49
286 366 88
381 840 90
360 586 12
895 176 64
433 809 53
907 833 39
644 480 51
470 75 8
324 875 62
555 35 25
185 521 21
642 10 11
478 456 87
976 670 92
851 571 73
495 782 34
398 578 86
186 294 84
312 350 90
260 833 30
26 789 35
196 606 29
287 249 23
448 376 22
634 522 42
952 30 37
238 634 79
483 75 66
7 872 70
374 753 87
686 757 73
687 470 86
556 979 16
492 381 33
220 42 8
772 210 33
791 581 97
393 799 72
845 609 6
10 908 5
996 945 89
826 154 55
390 985 27
249 256 71
750 813 13
510 549 94
814 292 41
772 891 89
778 87 28
758 967 33
882 896 59
772 603 27
475 567 70
84 128 45
676 807 3
113 84 91
324 284 43
781 204 28
680 735 89
986 993 5
429 155 3
201 606 93
340 588 1
477 36 58
893 25 19
248 880 80
786 738 85
722 388 46
760 41 59
663 179 83
988 15 1
9 425 41
654 609 54
184 727 82
411 645 88
468 822 52
456 263 88
217 384 36
734 198 64
79 402 53
168 41 39
395 107 53
83 400 2
331 132 63
643 409 91
251 292 49
756 369 60
786 426 8
110 862 47
766 846 1
928 981 20
772 405 77
362 672 16
382 878 94
780 162 2
831 652 53
21 731 73
370 388 79
845 125 45
541 50 56
968 572 25
914 847 91
660 846 91
671 942 66
270 481 22
232 884 43
750 472 4
783 31 7
368 2 2
467 547 15
30 843 58
867 585 69
218 525 100
214 647 32
400 578 43
37 927 25
281 863 80
525 960 66
595 537 79
791 638 25
780 798 21
608 838 91
92 159 8
771 994 87
251 355 17
129 572 23
298 626 72
960 777 43
745 261 55
592 390 32
163 233 26
193 449 22
754 888 73
214 569 14
770 915 38
911 687 62
521 707 64
111 358 57
57 285 19
398 359 22
161 465 90
345 827 63
42 129 39
413 674 47
917 559 78
585 334 81
661 898 86
126 593 82
303 740 23
854 359 94
230 749 83
773 299 6
506 215 71
654 657 90
462 522 49
333 933 70
420 57 2
573 540 6
539 137 70
157 902 55
187 970 52
284 810 32
398 520 47
538 252 20
971 249 25
535 388 35
65 897 43
286 728 99
330 301 24
271 873 37
882 361 69
693 307 100
776 304 59
655 122 97
719 963 66
416 155 45
382 115 13
466 21 12
78 908 27
770 396 61
226 556 2
298 13 3
720 680 89
111 143 30
332 676 57
668 82 15
947 754 11
108 497 26
160 765 47
511 106 44
867 322 49
170 448 78
385 144 89
501 715 18
124 567 32
404 832 18
295 20 23
312 284 26
493 556 49
967 93 53
29 538 47
550 72 78
811 903 91
448 262 73
353 564 39
840 654 47
504 190 24
833 686 100
680 166 46
629 568 98
135 483 39
661 895 50
901 877 42
708 854 63
414 599 85
418 716 66
719 91 87
463 478 10
768 187 51
798 186 35
540 516 52
555 234 18
149 689 89
690 763 92
126 834 29
60 22 52
815 898 93
163 416 13
929 292 8
487 565 27
451 465 34
775 818 2
886 549 8
783 696 13
545 133 35
291 348 30
175 697 84
314 986 66
729 973 72
371 16 72
807 106 17
564 594 19
172 356 29
427 732 9
29 528 76
369 974 80
907 228 19
994 503 22
893 119 30
682 521 74
519 776 55
798 789 74
12 121 41
965 713 38
5 762 57
393 644 49
958 532 80
343 135 50
884 876 26
651 673 60
526 46 92
534 596 86
406 43 91
129 203 68
177 748 76
71 700 69
680 925 51
619 194 78
303 74 35
935 98 51
687 684 91
627 485 45
343 269 44
941 904 78
520 635 73
296 791 66
974 76 46
973 746 64
635 445 10
770 716 34
724 979 14
745 974 76
965 550 97
112 637 50
979 1 98
776 305 34
767 274 18
428 677 49
797 242 95
73 698 17
799 330 60
240 677 19
737 374 59
681 667 95
298 318 83
650 51 96
402 850 14
529 49 48
996 732 38
50 164 85
268 452 48
380 682 84
541 7 33
588 681 42
372 753 13
732 350 76
337 716 23
424 468 22
763 570 21
500 636 49
331 542 43
47 80 73
47 653 33
240 82 71
326 1 16
999 526 91
278 424 58
666 792 16
608 956 84
63 570 31
832 440 18
566 522 8
837 360 77
310 739 62
151 591 73
950 136 86
244 134 40
509 584 30
510 507 75
633 915 74
401 110 52
805 860 35
236 522 75
292 599 27
400 674 13
19 464 100
971 699 4
539 127 88
930 538 47
991 0 68
577 97 68
841 394 89
350 377 21
532 692 36
458 480 66
588 545 75
702 949 8
57 533 10
561 257 47
813 977 98
620 404 90
61 417 76
305 378 59
915 331 12
159 762 43
113 772 70
988 469 10
191 366 76
88 136 35
767 812 18
967 411 82
275 718 44
619 639 25
392 800 61
745 657 12
157 147 42
171 642 24
323 14 43
958 232 36
416 456 55
782 770 25
849 671 41
180 298 17
626 111 66
921 988 93
581 647 16
617 912 66
688 758 46
696 54 42
569 902 66
351 425 11
334 360 18
878 711 41
867 717 48
782 332 48
875 739 97
460 44 97
93 774 2
644 653 54
306 697 31
425 607 43
180 53 27
675 301 87
780 829 2
406 802 25
456 412 14
271 317 7
897 980 87
339 194 90
473 543 79
331 786 29
654 101 24
594 504 90
939 611 79
839 460 99
81 879 79
559 546 11
408 444 90
17 721 91
656 214 89
178 503 32
347 475 59
429 523 3
992 410 38
642 871 56
644 210 98
882 138 45
562 628 38
999 465 7
247 253 10
402 547 12
640 37 16
475 567 94
47 141 26
541 983 43
150 565 23
933 93 41
567 443 38
203 776 68
365 461 36
227 375 75
585 862 4
845 519 52
177 457 60
330 416 25
903 427 60
135 809 57
803 270 23
700 255 39
174 791 53
204 727 45
728 181 7
535 533 100
899 202 65
870 787 15
961 625 100
245 258 45
997 651 36
961 376 69
445 770 3
612 151 30
345 348 75
67 922 38
680 366 63
610 5 37
996 657 79
545 412 37
984 209 67
814 130 92
491 345 46
801 929 50
797 202 23
71 700 38
446 785 53
40 337 52
966 593 98
267 198 54
586 40 96
368 669 57
323 593 72
373 528 56
893 387 11
176 614 50
957 302 58
658 996 76
268 775 49
896 334 52
507 907 74
986 52 37
785 102 36
559 138 16
918 555 21
526 392 92
736 319 20
986 167 34
509 105 88
844 787 75
344 517 70
412 384 81
795 30 39
403 526 90
670 179 89
461 698 87
396 343 54
284 13 7
44 434 79
952 774 65
968 913 19
287 749 85
376 384 57
685 5 49
711 434 41
453 872 15
209 742 77
280 266 61
834 350 6
648 0 98
724 101 34
316 992 60
139 826 54
269 311 39
677 917 59
496 204 71
219 1 16
795 856 83
416 963 77
349 957 62
730 857 72
26 471 33
687 149 67
712 239 28
421 256 63
225 484 3
781 732 83
962 935 85
464 8 99
341 158 44
808 814 26
26 129 56
747 196 34
418 938 50
502 718 13
627 588 83
489 687 54
721 411 83
94 730 11
472 911 71
948 24 32
22 780 57
598 856 88
17 700 3
324 388 26
547 897 41
444 141 89
624 338 13
696 16 55
773 213 41
86 507 3
349 641 20
644 73 29
250 141 67
940 445 29
155 629 42
537 594 38
677 369 31
341 273 88
245 877 86
427 618 13
879 387 55
974 458 21
416 693 4
379 599 4
26 825 1
566 15 35
982 431 41
830 747 87
780 638 89
854 485 69
196 65 30
973 202 39
46 629 22
142 629 68
753 319 35
20 748 29
279 622 52
883 954 5
284 48 62
63 813 27
625 785 84
252 83 8
689 270 37
527 519 48
255 735 52
739 609 61
727 894 81
547 753 81
73 490 30
656 293 73
777 672 84
826 263 4
44 865 20
537 736 78
88 64 98
917 806 49
650 806 43
166 582 28
465 434 44
9 898 71
34 571 61
688 617 19
24 172 58
531 693 72
693 127 23
776 31 29
265 484 63
717 830 51
350 712 44
997 225 21
175 874 39
486 564 83
228 33 19
896 808 90
515 697 45
743 582 26
798 875 5
697 117 51
26 390 7
832 393 55
458 665 93
964 108 49
84 747 52
552 293 19
651 923 69
278 733 43
949 717 37
860 788 88
390 516 78
336 440 22
601 184 56
8 576 84
48 320 66
430 531 32
753 692 66
249 456 63
791 486 70
296 51 43
188 688 75
300 87 59
203 101 4
399 820 35
469 677 40
824 49 60
40 177 43
124 422 73
8 149 96
31 331 17
26 356 42
18 516 91
15 353 40
586 966 49
52 658 90
907 99 40
455 506 30
691 15 56
414 878 100
960 541 73
835 839 50
956 182 9
233 361 96
305 768 43
426 142 41
205 818 69
370 937 41
332 71 5
610 645 66
988 901 67
424 958 17
291 540 42
280 351 94
941 913 75
138 24 25
565 207 76
42 507 79
874 655 5
378 717 26
222 71 55
227 279 66
92 192 26
111 903 15
969 172 12
43 844 43
152 507 86
275 283 19
75 637 7
473 146 78
373 849 42
513 764 13
307 115 12
590 908 96
138 568 81
97 743 16
502 107 42
911 215 31
221 826 62
274 672 74
615 497 62
734 139 99
103 953 56
716 242 70
811 422 55
902 59 54
468 618 22
680 853 30
362 632 91
354 241 22
310 75 47
766 672 81
504 841 2
713 98 7
642 955 14
834 591 87
475 311 39
752 929 4
691 852 31
651 182 47
655 823 76
60 207 80
659 711 93
944 947 46
213 853 67
178 279 59
249 957 36
344 627 6
681 35 100
341 775 89
852 838 15
382 995 72
339 261 83
307 466 96
94 80 59
102 367 28
85 798 77
421 267 53
700 229 64
289 129 84
842 522 90
281 627 9
978 593 5
520 15 37
624 944 29
886 979 94
469 742 55
182 768 94
283 74 44
196 5 100
657 511 19
287 120 18
554 148 69
589 908 16
657 438 45
968 927 49
15 542 28
595 988 60
205 242 41
667 208 54
16 143 48
872 12 85
966 752 88
786 190 96
291 703 63
652 479 45
125 789 60
508 569 39
5 767 32
391 745 64
906 206 93
15 231 15
546 825 27
764 854 67
586 124 52
467 6 69
920 711 85
197 542 45
256 143 3
256 110 86
590 698 87
545 244 6
957 254 47
293 173 16
642 672 14
335 502 97
371 440 2
869 314 82
312 105 93
334 879 62
706 906 1
615 340 17
430 640 6
875 15 66
678 302 17
865 123 14
603 434 99
342 420 79
633 973 90
249 532 76
359 502 68
585 385 95
706 457 77
984 899 94
14 816 79
758 532 84
392 145 68
421 129 41
110 970 56
27 958 10
761 369 1
723 470 97
423 161 56
61 403 79
259 181 87
63 496 34
506 184 89
279 0 93
156 51 24
754 898 47
242 244 11
366 684 5
917 235 7
606 753 89
174 508 98
635 431 83
785 452 86
743 304 29
920 572 47
459 966 29
325 715 78
896 796 21
911 926 98
998 688 38
672 146 24
576 337 95
625 5 90
426 555 17
10 131 95
96 452 77
596 742 64
612 791 79
346 921 12
692 99 59
371 620 38
787 828 6
295 634 41
803 519 42
926 55 32
497 919 99
